ActivityID,certification_name,slots_offered,volunteers_signed_up
58130,Staff,1,0
58130,Trail Guide,3,3
58130,Trainee,2,2
58132,Staff,1,1
58132,Trail Guide,3,2
58132,Trainee,2,0
58135,Staff,1,0
58135,Trail Guide,3,2
58135,Trainee,2,0
58136,Staff,1,0
58136,Trail Guide,3,2
58136,Trainee,2,0
58137,Staff,1,0
58137,Trail Guide,3,1
58137,Trainee,2,0
58139,Staff,1,1
58139,Trail Guide,3,1
58139,Trainee,2,2
58142,Staff,1,0
58142,Trail Guide,3,1
58142,Trainee,2,0
58143,Staff,1,0
58143,Trail Guide,3,2
58143,Trainee,2,0
58144,Trail Guide,2,1
58145,Staff,1,1
58145,Trail Guide,2,2
58146,Staff,1,0
58146,Trail Guide,3,3
58146,Trainee,2,0
58147,Staff,1,0
58147,Trail Guide,3,3
58147,Trainee,2,0
58149,OC Parks Trainee,2,0
58149,Staff,1,0
58149,Trail Guide,4,3
58149,Trainee,2,0
58150,OC Parks Trainee,2,0
58150,Staff,1,0
58150,Trail Guide,4,4
58150,Trainee,2,0
58151,OC Parks Trainee,2,0
58151,Staff,1,0
58151,Trail Guide,4,1
58151,Trainee,2,0
58152,OC Parks Trainee,2,0
58152,Staff,1,0
58152,Trail Guide,3,1
58152,Trainee,2,0
58153,OC Parks Trainee,2,0
58153,Staff,1,0
58153,Trail Guide,3,4
58153,Trainee,2,1
58154,OC Parks Trainee,2,0
58154,Staff,1,0
58154,Trail Guide,4,1
58154,Trainee,2,1
58155,OC Parks Trainee,2,0
58155,Staff,1,0
58155,Trail Guide,4,3
58155,Trainee,2,0
58156,OC Parks Trainee,2,0
58156,Staff,1,0
58156,Trail Guide,3,3
58156,Trainee,2,1
58157,OC Parks Trainee,2,0
58157,Staff,1,0
58157,Trail Guide,4,4
58157,Trainee,2,0
58174,OC Parks Volunteer,2,0
58174,Staff,1,0
58174,Trail Guide,4,3
58174,Trainee,2,1
58185,Docent,1,1
58185,Farm Steward,8,8
58185,Staff,4,1
58186,Docent,2,2
58186,Farm Steward,8,8
58186,Staff,2,1
58188,Staff,1,0
58188,Trail Guide,5,2
58188,Trainee,1,0
58189,Staff,1,0
58189,Trail Guide,5,4
58189,Trainee,1,0
58209,Staff,1,0
58209,Trail Guide,5,2
58209,Trainee,1,1
58212,Staff,1,0
58212,Trail Guide,5,2
58212,Trainee,1,1
58213,Staff,1,0
58213,Trail Guide,5,3
58213,Trainee,1,1
58220,Staff,1,0
58220,Trail Guide,3,2
58220,Trainee,2,2
58221,Staff,1,0
58221,Trail Guide,4,4
58221,Trainee,2,2
58222,Staff,1,0
58222,Trail Guide,4,4
58222,Trainee,2,1
58224,Staff,1,0
58224,Trail Guide,3,3
58224,Trainee,2,0
58225,Staff,1,0
58225,Trail Guide,4,4
58225,Trainee,2,1
58226,Staff,1,0
58226,Trail Guide,3,2
58226,Trainee,2,0
58243,Staff,1,0
58243,Trail Guide,3,2
58243,Trainee,2,0
58245,Staff,1,0
58245,Trail Guide,3,1
58245,Trainee,2,0
58246,Staff,1,0
58246,Trail Guide,3,2
58246,Trainee,2,1
58255,Lead Land Steward,1,1
58260,Staff,1,0
58260,Trail Guide,3,3
58260,Trainee,2,1
58264,Land Steward,1,0
58264,Trainee,1,0
58264,Volunteer Steward,1,0
58272,Staff,1,0
58272,Trail Guide,3,3
58272,Trainee,2,2
58273,Staff,1,0
58273,Trail Guide,4,4
58273,Trainee,2,1
58274,Staff,1,0
58274,Trail Guide,3,3
58274,Trainee,2,2
58275,Staff,1,0
58275,Trail Guide,3,3
58275,Trainee,2,2
58276,Staff,1,0
58276,Trail Guide,3,3
58276,Trainee,2,2
58277,Land Steward,3,0
58277,Lead Land Steward,3,3
58277,Staff,1,1
58277,Volunteer Steward,3,3
58290,Land Steward,1,0
58290,Trainee,1,0
58290,Volunteer Steward,1,1
58291,Land Steward,1,1
58291,Staff,1,0
58291,Trainee,1,0
58291,Volunteer Steward,1,1
58292,OC Parks Volunteer,2,0
58292,Volunteer Steward,2,0
58293,Land Steward,2,0
58293,Trainee,2,0
58293,Volunteer Steward,2,0
58295,Land Steward,2,0
58295,Trainee,2,0
58295,Volunteer Steward,2,2
58296,Land Steward,1,1
58296,Staff,1,0
58296,Trainee,1,0
58296,Volunteer Steward,2,2
58297,Land Steward,2,1
58297,Staff,1,1
58297,Trainee,1,0
58297,Volunteer Steward,3,2
58298,Land Steward,2,0
58298,Staff,1,0
58298,Trainee,1,0
58298,Volunteer Steward,3,0
58299,Land Steward,1,1
58299,Trainee,1,0
58299,Volunteer Steward,1,0
58300,Land Steward,1,1
58300,Trainee,1,1
58300,Volunteer Steward,1,1
58301,OC Parks Volunteer,2,0
58301,Trainee,3,1
58301,Volunteer Steward,2,1
58302,Land Steward,2,2
58302,Trainee,2,1
58302,Volunteer Steward,2,2
58303,Land Steward,2,0
58303,Trainee,2,0
58303,Volunteer Steward,2,0
58304,Land Steward,1,1
58304,Staff,1,0
58304,Trainee,1,0
58304,Volunteer Steward,2,1
58305,Land Steward,2,1
58305,Staff,1,1
58305,Trainee,1,0
58305,Volunteer Steward,3,2
58306,Land Steward,2,1
58306,Staff,1,0
58306,Trainee,1,1
58306,Volunteer Steward,3,2
58307,Trail Guide,3,1
58308,Trail Guide,3,3
58309,Trail Guide,2,1
58310,Trail Guide,2,2
58311,Trail Guide,3,2
58312,Trail Guide,2,2
58328,Staff,1,0
58328,Trail Guide,5,5
58328,Trainee,2,1
58329,Lead Land Steward,1,1
58331,Staff,1,0
58331,Trail Guide,4,4
58331,Trainee,2,2
58332,Staff,1,0
58332,Trail Guide,4,1
58332,Trainee,2,1
58333,Staff,1,0
58333,Trail Guide,5,5
58333,Trainee,2,1
58334,Staff,1,0
58334,Trail Guide,4,4
58334,Trainee,2,0
58335,Staff,1,0
58335,Trail Guide,4,3
58335,Trainee,2,1
58370,Land Steward,4,3
58370,Volunteer Steward,5,0
58375,Staff,1,0
58375,Trail Guide,3,2
58375,Trainee,2,0
58377,Staff,1,0
58377,Trail Guide,3,2
58377,Trainee,2,1
58378,Staff,1,0
58378,Trail Guide,3,3
58378,Trainee,2,0
58380,Staff,1,1
58380,Trail Guide,3,3
58380,Trainee,2,1
58381,Staff,1,0
58381,Trail Guide,3,2
58381,Trainee,2,0
58382,Staff,1,0
58382,Trail Guide,3,2
58382,Trainee,2,1
58383,Land Steward,5,0
58383,Staff,3,2
58383,Volunteer Steward,3,1
58384,Staff,1,0
58384,Trail Guide,3,3
58384,Trainee,2,2
58385,Staff,1,0
58385,Trail Guide,3,2
58385,Trainee,2,0
58387,Staff,1,0
58387,Trail Guide,3,3
58387,Trainee,2,2
58389,Staff,1,0
58389,Trail Guide,3,3
58389,Trainee,2,0
58390,Staff,1,0
58390,Trail Guide,3,2
58390,Trainee,2,1
58391,Staff,1,0
58391,Trail Guide,3,2
58391,Trainee,2,0
58393,OC Parks Trainee,2,1
58393,Staff,1,0
58393,Trail Guide,3,2
58393,Trainee,2,0
58417,Staff,1,0
58417,Trail Guide,3,1
58417,Trainee,2,0
58419,Staff,1,0
58419,Trail Guide,3,2
58419,Trainee,2,0
58421,Staff,1,0
58421,Trail Guide,3,2
58421,Trainee,2,0
58422,Staff,1,0
58422,Trail Guide,4,3
58422,Trainee,2,2
58423,Staff,1,0
58423,Trail Guide,5,4
58425,Staff,1,0
58425,Trail Guide,3,2
58425,Trainee,2,0
58426,Driver - Diesel,1,1
58426,Trail Guide,1,1
58427,Staff,1,0
58427,Trail Guide,3,2
58427,Trainee,2,0
58430,Staff,1,0
58430,Trail Guide,4,3
58430,Trainee,2,0
58435,Driver - Diesel,1,1
58435,Trail Guide,1,1
58436,Staff,1,0
58436,Trail Guide,3,2
58436,Trainee,2,0
58439,Staff,1,0
58439,Trail Guide,4,2
58439,Trainee,2,0
58441,Staff,1,0
58441,Trail Guide,3,2
58441,Trainee,2,0
58443,Staff,1,0
58443,Trail Guide,3,2
58443,Trainee,2,0
58445,Staff,1,0
58445,Trail Guide,3,2
58445,Trainee,2,0
58446,Staff,1,0
58446,Trail Guide,3,1
58446,Trainee,2,0
58447,Staff,1,0
58447,Trail Guide,3,2
58447,Trainee,2,0
58448,Staff,1,0
58448,Trail Guide,4,4
58448,Trainee,2,0
58449,Staff,1,0
58449,Trail Guide,3,3
58449,Trainee,2,0
58450,Staff,1,0
58450,Trail Guide,3,3
58450,Trainee,2,1
58451,Staff,1,0
58451,Trail Guide,3,3
58451,Trainee,2,2
58452,Staff,1,0
58452,Trail Guide,3,1
58452,Trainee,2,0
58453,Staff,1,0
58453,Trail Guide,3,2
58453,Trainee,2,0
58454,Staff,1,0
58454,Trail Guide,3,1
58454,Trainee,2,0
58455,Staff,1,0
58455,Trail Guide,3,3
58455,Trainee,2,1
58456,Staff,1,0
58456,Trail Guide,3,2
58456,Trainee,2,0
58457,Staff,1,0
58457,Trail Guide,3,1
58457,Trainee,2,1
58460,Staff,1,0
58460,Trail Guide,4,4
58460,Trainee,2,1
58461,Driver - Diesel,1,1
58461,Trail Guide,1,1
58462,Staff,1,0
58462,Trail Guide,3,2
58462,Trainee,2,0
58463,Staff,1,0
58463,Trail Guide,3,2
58463,Trainee,2,0
58464,Staff,1,0
58464,Trail Guide,3,1
58464,Trainee,2,1
58465,Staff,1,0
58465,Trail Guide,3,2
58465,Trainee,2,0
58466,Staff,1,0
58466,Trail Guide,4,3
58466,Trainee,2,0
58473,Staff,1,0
58473,Trail Guide,3,2
58473,Trainee,2,1
58474,Staff,1,0
58474,Trail Guide,3,3
58474,Trainee,2,2
58475,Staff,1,0
58475,Trail Guide,3,2
58475,Trainee,2,0
58476,Staff,1,0
58476,Trail Guide,4,4
58476,Trainee,2,2
58477,Staff,1,0
58477,Trail Guide,3,1
58477,Trainee,2,1
58478,Staff,1,0
58478,Trail Guide,3,3
58478,Trainee,2,1
58479,Staff,1,0
58479,Trail Guide,5,2
58479,Trainee,2,0
58480,Staff,1,0
58480,Trail Guide,5,4
58480,Trainee,2,0
58481,Staff,1,0
58481,Trail Guide,5,4
58481,Trainee,2,0
58482,Staff,1,0
58482,Trail Guide,4,3
58482,Trainee,2,0
58483,Staff,1,0
58483,Trail Guide,4,4
58483,Trainee,2,2
58484,Staff,1,0
58484,Trail Guide,4,2
58484,Trainee,2,0
58485,Staff,1,0
58485,Trail Guide,7,5
58486,Staff,1,0
58486,Trail Guide,5,4
58487,Staff,1,0
58487,Trail Guide,6,6
58488,Staff,1,1
58488,Trail Guide,6,4
58501,Land Steward,1,1
58501,Trainee,1,0
58501,Volunteer Steward,1,1
58502,Land Steward,2,2
58502,Trainee,1,0
58502,Volunteer Steward,1,0
58503,OC Parks Volunteer,3,0
58503,Volunteer Steward,3,0
58504,Land Steward,2,1
58504,Trainee,2,1
58504,Volunteer Steward,2,1
58505,Land Steward,2,1
58505,Trainee,2,0
58505,Volunteer Steward,2,0
58507,Land Steward,1,1
58507,Staff,1,0
58507,Trainee,1,1
58507,Volunteer Steward,2,2
58512,Staff,1,0
58512,Trail Guide,3,3
58512,Trainee,2,0
58513,Staff,1,0
58513,Trail Guide,3,1
58513,Trainee,2,1
58515,Staff,1,1
58515,Trail Guide,5,5
58515,Trainee,1,1
58516,Staff,1,0
58516,Trail Guide,4,3
58517,Staff,1,0
58517,Trail Guide,5,4
58518,Staff,1,0
58518,Trail Guide,7,7
58519,Staff,1,0
58519,Trail Guide,5,4
58520,Staff,1,0
58520,Trail Guide,5,4
58520,Trainee,1,0
58525,Driver - Diesel,1,1
58525,Volunteer Steward,2,2
58526,Driver - Diesel,1,1
58526,Volunteer Steward,3,3
58527,Driver - Diesel,1,1
58527,Volunteer Steward,2,1
58528,Staff,1,0
58528,Trail Guide,5,2
58528,Trainee,2,0
58529,Staff,1,0
58529,Trail Guide,5,3
58529,Trainee,2,1
58530,Staff,1,0
58530,Trail Guide,5,4
58530,Trainee,2,0
58538,Staff,1,0
58538,Trail Guide,3,1
58538,Trainee,2,0
58539,Staff,1,0
58539,Trail Guide,5,1
58539,Trainee,2,0
58540,Staff,1,0
58540,Trail Guide,3,1
58540,Trainee,2,0
58544,Lead Land Steward,3,3
58551,Staff,1,0
58551,Trail Guide,3,3
58551,Trainee,2,2
58552,Staff,1,0
58552,Trail Guide,5,4
58552,Trainee,2,2
58553,Staff,1,0
58553,Trail Guide,4,4
58553,Trainee,2,0
58555,Staff,1,0
58555,Trail Guide,5,5
58555,Trainee,2,0
58556,Staff,1,0
58556,Trail Guide,5,4
58556,Trainee,2,2
58557,Staff,1,0
58557,Trail Guide,5,3
58557,Trainee,2,1
58558,Staff,1,0
58558,Trail Guide,3,3
58558,Trainee,2,1
58560,Staff,1,1
58560,Trail Guide,3,2
58560,Trainee,2,1
58561,Staff,1,0
58561,Trail Guide,4,4
58561,Trainee,2,2
58567,Staff,1,0
58567,Trail Guide,5,2
58567,Trainee,2,0
58568,Staff,1,0
58568,Trail Guide,5,2
58568,Trainee,2,0
58569,Staff,1,0
58569,Trail Guide,5,1
58569,Trainee,2,1
58596,Farm Steward,5,4
58596,Staff,1,1
58596,Trainee,3,0
58596,Volunteer Steward,5,2
58603,Farm Steward,5,2
58603,Trainee,3,0
58603,Volunteer Steward,5,0
58604,Farm Steward,5,4
58604,Trainee,3,2
58604,Volunteer Steward,5,0
58605,Farm Steward,8,5
58605,Trainee,3,3
58605,Volunteer Steward,5,1
58606,Farm Steward,5,4
58606,Staff,1,1
58606,Trainee,3,0
58606,Volunteer Steward,5,2
58607,Farm Steward,5,4
58607,Trainee,3,0
58607,Volunteer Steward,5,1
58608,Farm Steward,5,4
58608,Staff,1,1
58608,Trainee,3,2
58608,Volunteer Steward,5,0
58609,Farm Steward,5,4
58609,Trainee,3,2
58609,Volunteer Steward,5,0
58610,Farm Steward,5,5
58610,Staff,1,1
58610,Trainee,3,2
58610,Volunteer Steward,5,1
58611,Farm Steward,5,2
58611,Trainee,3,0
58611,Volunteer Steward,5,0
58612,Farm Steward,5,5
58612,Trainee,3,0
58612,Volunteer Steward,5,2
58613,Farm Steward,5,5
58613,Trainee,3,0
58613,Volunteer Steward,5,1
58616,Farm Steward,5,3
58616,Staff,1,0
58616,Trainee,3,1
58616,Volunteer Steward,5,2
58618,Farm Steward,5,3
58618,Trainee,3,0
58618,Volunteer Steward,5,0
58620,Farm Steward,5,5
58620,Staff,1,1
58620,Trainee,1,0
58620,Volunteer Steward,5,0
58624,Farm Steward,5,2
58624,Trainee,3,3
58624,Volunteer Steward,5,0
58626,Farm Steward,7,5
58626,Trainee,3,0
58626,Volunteer Steward,5,0
58628,Farm Steward,5,1
58628,Trainee,3,3
58628,Volunteer Steward,5,0
58629,Farm Steward,5,4
58629,Trainee,3,0
58629,Volunteer Steward,5,0
58630,Farm Steward,5,2
58630,Trainee,3,0
58630,Volunteer Steward,5,0
58631,Farm Steward,5,5
58631,Trainee,3,1
58631,Volunteer Steward,3,3
58632,Farm Steward,5,4
58632,Trainee,3,0
58632,Volunteer Steward,5,0
58636,Farm Steward,5,2
58636,Trainee,3,3
58636,Volunteer Steward,5,0
58637,Farm Steward,5,2
58637,Trainee,3,0
58637,Volunteer Steward,5,0
58640,Trainee,15,11
58641,Trainee,10,8
58643,Trail Guide,6,5
58643,Trainee,2,0
58652,Trail Guide,4,0
58652,Trainee,2,0
58655,OC Parks Trainee,2,1
58655,Staff,1,0
58655,Trail Guide,12,10
58655,Trainee,2,1
58656,OC Parks Trainee,2,0
58656,Staff,1,0
58656,Trail Guide,12,9
58656,Trainee,2,1
58657,OC Parks Trainee,2,0
58657,Staff,1,0
58657,Trail Guide,12,8
58657,Trainee,2,0
58658,OC Parks Trainee,2,0
58658,Staff,1,0
58658,Trail Guide,12,9
58658,Trainee,2,0
58659,OC Parks Trainee,2,1
58659,Staff,1,0
58659,Trail Guide,12,12
58659,Trainee,2,0
58660,OC Parks Trainee,2,0
58660,Staff,1,0
58660,Trail Guide,12,8
58660,Trainee,2,0
58661,OC Parks Trainee,2,1
58661,Staff,1,0
58661,Trail Guide,12,10
58661,Trainee,2,0
58662,OC Parks Trainee,2,0
58662,Staff,1,0
58662,Trail Guide,12,10
58662,Trainee,2,0
58663,OC Parks Trainee,2,0
58663,Staff,1,0
58663,Trail Guide,12,12
58663,Trainee,2,1
58664,OC Parks Trainee,2,0
58664,Staff,1,0
58664,Trail Guide,12,11
58664,Trainee,2,0
58665,OC Parks Trainee,2,0
58665,Staff,1,0
58665,Trail Guide,12,11
58665,Trainee,2,0
58667,OC Parks Trainee,2,0
58667,Staff,1,0
58667,Trail Guide,12,11
58667,Trainee,2,2
58668,OC Parks Trainee,2,0
58668,Staff,1,0
58668,Trail Guide,12,12
58668,Trainee,2,2
58669,Staff,1,0
58669,Trail Guide,5,4
58669,Trainee,2,0
58670,Staff,1,0
58670,Trail Guide,5,2
58670,Trainee,2,0
58671,Staff,1,0
58671,Trail Guide,5,2
58671,Trainee,2,0
58672,Staff,1,0
58672,Trail Guide,5,5
58672,Trainee,2,0
58673,Staff,1,0
58673,Trail Guide,5,5
58673,Trainee,2,0
58674,Staff,1,0
58674,Trail Guide,5,4
58674,Trainee,2,0
58675,Staff,1,0
58675,Trail Guide,5,3
58675,Trainee,2,0
58676,Staff,1,0
58676,Trail Guide,5,5
58676,Trainee,2,1
58677,Staff,1,0
58677,Trail Guide,5,5
58677,Trainee,2,2
58678,Staff,1,0
58678,Trail Guide,5,5
58678,Trainee,2,0
58679,Staff,1,0
58679,Trail Guide,5,5
58679,Trainee,2,0
58680,Staff,1,0
58680,Trail Guide,5,3
58680,Trainee,2,0
58681,Staff,1,0
58681,Trail Guide,5,5
58681,Trainee,2,0
58682,Staff,1,0
58682,Trail Guide,5,2
58682,Trainee,2,0
58683,Staff,1,0
58683,Trail Guide,5,5
58683,Trainee,2,0
58684,Staff,1,0
58684,Trail Guide,5,3
58684,Trainee,2,0
58685,Staff,1,0
58685,Trail Guide,5,3
58685,Trainee,2,0
58686,Staff,1,0
58686,Trail Guide,5,5
58686,Trainee,2,0
58687,Staff,1,0
58687,Trail Guide,5,4
58687,Trainee,2,1
58688,Staff,1,0
58688,Trail Guide,5,3
58688,Trainee,2,0
58689,Staff,1,0
58689,Trail Guide,5,2
58689,Trainee,2,0
58691,Staff,1,0
58691,Trail Guide,6,5
58691,Trainee,2,0
58692,Staff,1,0
58692,Trail Guide,5,3
58692,Trainee,2,0
58693,Staff,1,0
58693,Trail Guide,5,5
58693,Trainee,2,1
58694,Staff,1,0
58694,Trail Guide,5,5
58694,Trainee,2,0
58696,Staff,1,0
58696,Trail Guide,10,9
58697,Trail Guide,11,11
58698,Trail Guide,5,5
58702,Staff,1,0
58702,Trail Guide,4,4
58702,Trainee,2,0
58703,Staff,1,0
58703,Trail Guide,4,4
58703,Trainee,2,0
58705,Staff,8,4
58705,Trail Guide,17,11
58706,Staff,1,0
58706,Trail Guide,4,2
58706,Trainee,2,1
58707,Staff,1,0
58707,Trail Guide,4,2
58707,Trainee,2,1
58708,Staff,1,0
58708,Trail Guide,3,3
58708,Trainee,2,0
58710,Staff,1,0
58710,Trail Guide,3,3
58710,Trainee,2,0
58712,Staff,1,1
58712,Trail Guide,3,3
58712,Trainee,2,1
58714,Staff,1,1
58714,Trail Guide,3,2
58714,Trainee,2,0
58715,Staff,1,0
58715,Trail Guide,3,2
58715,Trainee,2,1
58716,Staff,1,0
58716,Trail Guide,4,4
58716,Trainee,2,2
58717,Staff,1,0
58717,Trail Guide,3,3
58717,Trainee,2,0
58718,Staff,1,0
58718,Trail Guide,3,3
58718,Trainee,2,0
58719,Staff,1,0
58719,Trail Guide,3,2
58719,Trainee,2,0
58721,Staff,1,0
58721,Trail Guide,3,3
58721,Trainee,2,1
58722,Staff,1,0
58722,Trail Guide,5,4
58722,Trainee,2,0
58723,Trail Guide,4,1
58723,Trainee,2,0
58725,Staff,1,0
58725,Trail Guide,3,1
58725,Trainee,2,0
58728,Staff,1,0
58728,Trail Guide,3,1
58728,Trainee,2,1
58730,Staff,7,7
58730,Volunteer Candidate,25,22
58738,Staff,1,0
58738,Trail Guide,3,2
58738,Trainee,2,0
58739,Staff,1,0
58739,Trail Guide,3,2
58739,Trainee,2,0
58740,Staff,1,0
58740,Trail Guide,3,2
58740,Trainee,2,0
58741,Staff,1,0
58741,Trail Guide,3,2
58741,Trainee,2,0
58742,Staff,1,0
58742,Trail Guide,3,2
58742,Trainee,2,0
58743,Staff,1,0
58743,Trail Guide,3,1
58743,Trainee,2,0
58744,Staff,1,0
58744,Trail Guide,3,2
58744,Trainee,2,0
58745,Staff,1,0
58745,Trail Guide,3,3
58745,Trainee,2,0
58746,Staff,1,0
58746,Trail Guide,3,3
58746,Trainee,2,0
58747,Staff,1,0
58747,Trail Guide,2,2
58747,Trainee,1,1
58749,Staff,1,0
58749,Trail Guide,2,2
58749,Trainee,1,1
58750,Staff,1,0
58750,Trail Guide,2,2
58750,Trainee,1,0
58751,Staff,1,0
58751,Trail Guide,2,1
58751,Trainee,1,0
58752,Staff,1,0
58752,Trail Guide,2,2
58752,Trainee,1,1
58753,Staff,1,0
58753,Trail Guide,2,2
58753,Trainee,1,0
58761,Staff,1,0
58761,Trail Guide,3,3
58761,Trainee,2,2
58763,Staff,1,0
58763,Trail Guide,4,4
58763,Trainee,2,1
58764,Staff,1,0
58764,Trail Guide,4,2
58764,Trainee,2,1
58765,Staff,1,0
58765,Trail Guide,4,4
58765,Trainee,2,0
58768,Staff,1,0
58768,Trail Guide,5,5
58768,Trainee,2,0
58771,Staff,1,0
58771,Trail Guide,5,3
58771,Trainee,2,0
58772,Staff,1,0
58772,Trail Guide,5,3
58772,Trainee,2,0
58776,Staff,1,0
58776,Trail Guide,5,3
58776,Trainee,2,0
58780,Staff,1,0
58780,Trail Guide,5,1
58780,Trainee,2,1
58782,Staff,1,0
58782,Trail Guide,5,3
58782,Trainee,2,0
58786,Staff,1,0
58786,Trail Guide,5,3
58786,Trainee,2,0
58790,Staff,1,0
58790,Trail Guide,5,5
58790,Trainee,2,0
58796,Land Steward,4,1
58796,Volunteer Steward,5,0
58798,Land Steward,4,0
58798,Volunteer Steward,5,1
58800,Land Steward,4,2
58800,Volunteer Steward,5,0
58801,Land Steward,2,2
58837,Ranger Reserve,4,0
58864,Ranger Reserve,4,0
58914,Staff,1,0
58914,Trail Guide,3,3
58914,Trainee,2,1
58918,Trail Guide,2,2
58929,Staff,1,1
58929,Trail Guide,3,2
58929,Trainee,2,0
58931,Staff,1,1
58931,Trail Guide,3,3
58931,Trainee,2,0
58937,Land Steward,2,1
58938,Driver - Regular,1,1
58938,Staff,1,1
58943,Trail Guide,3,3
58945,Trail Guide,1,1
58946,Trail Guide,1,1
58964,Staff,5,2
58964,Volunteer Steward,35,29
58973,Trainee,1,1
58980,Lead Land Steward,4,4
58981,Lead Land Steward,4,4
58988,Driver - Diesel,1,1
58991,Trail Guide,7,7
59022,Staff,3,1
59022,Trainee,37,37
59032,Staff,1,1
59032,Trail Guide,12,12
59034,Staff,1,0
59034,Trail Guide,3,3
59034,Trainee,2,0
59133,Land Steward,1,1
59136,Land Steward,1,1
59139,Volunteer Steward,4,3
59141,Volunteer Steward,4,3
59145,Trail Guide,3,2
59148,Trail Guide,3,1
59149,Trail Guide,3,1
59215,Land Steward,1,1
59215,Volunteer Steward,1,2
59223,Lead Land Steward,1,1
59223,Volunteer Steward,3,2
59230,Land Steward,1,1
59230,Volunteer Steward,1,1
59233,Lead Land Steward,1,1
59233,Volunteer Steward,3,1
59238,Trail Guide,2,2
59286,Staff,4,4
59286,Volunteer Steward,21,21
59310,Lead Land Steward,4,2
59320,Land Steward,1,1
59325,Lead Land Steward,1,1
59354,Land Steward,2,2
59468,Trail Guide,1,1
59491,Staff,1,0
59491,Trail Guide,3,1
59491,Trainee,2,1
59519,Staff,5,1
59519,Trainee,15,3
59520,Staff,5,0
59520,Trainee,15,11
59521,Trainee,20,9
59522,Trainee,20,13
59523,Trainee,20,6
59524,Trainee,20,8
59572,Farm Steward,1,1
59602,Trail Guide,5,5
59607,Trail Guide,6,6
59640,Land Steward,1,1
59668,Staff,4,4
59668,Trainee,15,13
59668,Volunteer Candidate,1,1
59677,Land Steward,1,1
59722,Staff,4,2
59722,Trainee,15,12
59722,Volunteer Candidate,1,1
59724,Farm Steward,6,1
59728,Staff,3,1
59728,Trainee,35,30
59757,Lead Land Steward,3,3
59757,Volunteer Steward,1,1
59780,OC Parks Trainee,2,0
59780,Staff,1,0
59780,Trail Guide,3,2
59780,Trainee,2,1
59781,OC Parks Trainee,2,0
59781,Staff,1,0
59781,Trail Guide,3,2
59781,Trainee,2,0
59782,Staff,1,0
59782,Trail Guide,4,2
59782,Trainee,2,0
59783,Staff,1,0
59783,Trail Guide,4,4
59783,Trainee,2,0
59784,Staff,1,0
59784,Trail Guide,4,1
59784,Trainee,2,0
59790,Lead Land Steward,1,1
59794,Lead Land Steward,1,1
59804,Trail Guide,0,0
59807,Trail Guide,8,8
59847,Trail Guide,6,6
59893,Trail Crew,3,2
59893,Volunteer Steward,2,1
59920,Trainee,2,2
59920,Volunteer Steward,13,13
59921,Land Steward,1,1
59926,Trainee,2,2
59926,Volunteer Steward,13,10
59927,Trainee,2,1
59927,Volunteer Steward,13,13
59942,Fire Watch,50,37
59942,OC Parks Trainee,5,2
59942,OC Parks Volunteer,5,0
59942,Staff,5,1
59942,Trainee,5,0
59942,Volunteer Steward,5,1
60035,Staff,3,2
60035,Trail Crew,5,1
60035,Volunteer Steward,3,0
60053,Trainee,2,0
60053,Volunteer Steward,13,2
60055,Trainee,2,0
60055,Volunteer Steward,13,8
60067,Farm Steward,8,6
60067,Staff,5,2
60067,Volunteer Steward,1,1
60068,Docent,1,1
60068,Farm Steward,8,8
60068,Staff,5,2
60068,Volunteer Steward,1,1
60094,Staff,1,0
60094,Trail Guide,10,7
60118,Staff,3,3
60118,Trainee,48,48
60146,Lead Land Steward,8,8
60147,Docent,1,1
60147,Driver - Diesel,2,1
60148,Driver - Diesel,1,1
60148,Trail Guide,1,1
60152,Trail Guide,2,2
60153,Trail Guide,2,2
60155,Trail Guide,3,2
60156,Trail Guide,2,2
60157,Trail Guide,2,1
60160,Driver - Diesel,2,1
60160,Land Steward,5,0
60160,Staff,1,1
60160,Volunteer Steward,3,3
60164,Driver - Diesel,2,1
60164,Land Steward,5,2
60164,Staff,1,1
60164,Volunteer Steward,3,2
60169,Lead Land Steward,2,2
60170,Lead Land Steward,2,2
60171,Trail Guide,10,10
60180,Driver - Diesel,1,0
60180,Driver - Regular,1,0
60180,Land Steward,5,0
60180,Staff,1,1
60180,Volunteer Steward,3,2
60181,Driver - Diesel,2,1
60181,Land Steward,5,1
60181,Staff,1,1
60181,Volunteer Steward,3,2
60196,Trail Guide,2,1
60198,Trail Guide,3,0
60200,Trail Guide,2,1
60217,Lead Land Steward,1,1
60375,Farm Steward,6,3
60376,Farm Steward,6,6
60378,Farm Steward,6,6
60379,Farm Steward,6,4
60380,Farm Steward,6,4
60381,Farm Steward,6,4
60383,Farm Steward,15,7
60384,Farm Steward,6,4
60385,Farm Steward,6,3
60387,Farm Steward,6,1
60390,Farm Steward,6,6
60443,Lead Land Steward,1,1
60531,Land Steward,5,2
60531,Staff,3,1
60531,Volunteer Steward,5,2
60539,Lead Land Steward,2,2
60542,Trail Guide,8,8
60543,Trail Guide,1,1
60551,Trail Guide,1,1
60556,NULL,8,8
60584,Staff,1,0
60584,Trainee,10,10
60586,Volunteer Steward,1,0
60590,Trainee,5,4
60619,Land Steward,3,3
60619,Volunteer Steward,2,0
60620,Land Steward,2,1
60620,Volunteer Steward,2,1
60621,Land Steward,2,2
60621,Volunteer Steward,2,2
60623,Land Steward,2,2
60623,Volunteer Steward,2,2
